,X,REGION,LAT,LONG,NAMA_UNIV,KODE,PROGRAM_STUDI,DAYA_TAMPUNG_2020,PEMINAT_2019,JENIS_PORTOFOLIO,nama_prodi,rumpun,DAYA_TAMPUNG_2019,jumlah_peminat_2018,jumlah_peminat_2017,daya_tampung_2018,daya_tampung_2017
2670,2670,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121016,PENDIDIKAN MATEMATIKA,33,577,Tidak Ada,PENDIDIKAN MATEMATIKA,Saintek,29,783,777,31,29
2671,2671,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121024,PENDIDIKAN FISIKA,32,395,Tidak Ada,PENDIDIKAN FISIKA,Saintek,32,341,423,32,29
2672,2672,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121032,PENDIDIKAN KIMIA,30,323,Tidak Ada,PENDIDIKAN KIMIA,Saintek,31,470,437,32,31
2673,2673,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121047,PENDIDIKAN BIOLOGI,32,775,Tidak Ada,PENDIDIKAN BIOLOGI,Saintek,32,1016,1121,50,31
2674,2674,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121055,MATEMATIKA,16,191,Tidak Ada,MATEMATIKA,Saintek,16,323,346,14,16
2675,2675,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121063,FISIKA,17,163,Tidak Ada,FISIKA,Saintek,17,157,177,15,15
2676,2676,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121071,KIMIA,16,179,Tidak Ada,KIMIA,Saintek,16,230,220,17,16
2677,2677,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121086,BIOLOGI,15,341,Tidak Ada,BIOLOGI,Saintek,17,575,541,19,18
2678,2678,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121094,GEOGRAFI,15,242,Tidak Ada,GEOGRAFI,Saintek,16,243,239,17,16
2679,2679,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121105,PENDIDIKAN TEKNIK ELEKTRO,17,362,Tidak Ada,PENDIDIKAN TEKNIK ELEKTRO,Saintek,32,507,604,33,31
2680,2680,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121113,PEND. TEKNIK ELEKTRONIKA,18,124,Tidak Ada,PEND. TEKNIK ELEKTRONIKA,Saintek,17,270,332,35,32
2681,2681,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121121,PENDIDIKAN TEKNIK MESIN,16,188,Tidak Ada,PENDIDIKAN TEKNIK MESIN,Saintek,20,489,466,38,17
2682,2682,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121136,PEND. TEKNIK OTOMOTIF,19,163,Tidak Ada,PEND. TEKNIK OTOMOTIF,Saintek,36,384,366,34,16
2683,2683,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121144,PENDIDIKAN TEKNIK BANGUNAN,17,394,Tidak Ada,PENDIDIKAN TEKNIK BANGUNAN,Saintek,31,540,529,36,31
2684,2684,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121152,ILMU KEOLAHRAGAAN,70,175,Pendidikan Jasmani dan Olahraga,ILMU KEOLAHRAGAAN,Saintek,74,751,713,91,98
2685,2685,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121167,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,65,1431,Tidak Ada,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,Saintek,47,2230,2580,67,81
2686,2686,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121175,PEND. KIMIA KLS INTERNASIONAL (BILINGUAL),16,90,Tidak Ada,PEND. KIMIA KLS INTERNASIONAL (BILINGUAL),Saintek,18,92,102,14,16
2687,2687,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121183,PEND. MATEMATIKA KLS INTERNAS. (BILINGUAL),15,124,Tidak Ada,PEND. MATEMATIKA KLS INTERNAS. (BILINGUAL),Saintek,16,131,142,15,15
2688,2688,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121191,DESAIN KOMUNIKASI VISUAL,34,140,"Seni Rupa, Desain, dan Kriya",DESAIN KOMUNIKASI VISUAL,Saintek,47,367,352,31,35
2689,2689,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121202,PEND. BIOLOGI KLS INTERNASIONAL (BILINGUAL),16,120,Tidak Ada,PEND. BIOLOGI KLS INTERNASIONAL (BILINGUAL),Saintek,15,219,230,14,15
2690,2690,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121217,PEND. FISIKA KLS INTERNASIONAL (BILINGUAL),19,96,Tidak Ada,PEND. FISIKA KLS INTERNASIONAL (BILINGUAL),Saintek,16,85,90,15,14
2691,2691,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121225,PENDIDIKAN TEKNOLOGI PERTANIAN,34,781,Tidak Ada,PENDIDIKAN TEKNOLOGI PERTANIAN,Saintek,35,897,931,39,33
2692,2692,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121241,PENDIDIKAN IPA,34,727,Tidak Ada,PENDIDIKAN IPA,Saintek,32,323,321,16,14
2693,2693,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121256,PENDIDIKAN IPA KLS INTERNASIONAL (BILINGUAL),17,194,Tidak Ada,PENDIDIKAN IPA KLS INTERNASIONAL (BILINGUAL),Saintek,20,76,103,14,15
2694,2694,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121264,STATISTIKA,33,535,Tidak Ada,STATISTIKA,Saintek,29,446,349,31,14
2695,2695,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121272,PENDIDIKAN VOKASIONAL MEKATRONIKA,19,118,Tidak Ada,PENDIDIKAN VOKASIONAL MEKATRONIKA,Saintek,17,100,  ,43,  
2696,2696,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121287,TEKNIK KOMPUTER,32,886,Tidak Ada,TEKNIK KOMPUTER,Saintek,33,1867,  ,31,  
2697,2697,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121295,ADMINISTRASI KESEHATAN,37,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
2698,2698,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121306,GIZI,41,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
2699,2699,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7121314,ARSITEKTUR,15,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
2700,2700,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122012,PENDIDIKAN GEOGRAFI,30,377,Tidak Ada,PENDIDIKAN GEOGRAFI,Soshum,34,510,486,32,32
2701,2701,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122027,PENDIDIKAN KESEJAHTERAAN KELUARGA,34,249,Tidak Ada,PENDIDIKAN KESEJAHTERAAN KELUARGA,Soshum,51,438,324,48,48
2702,2702,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122035,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",271,322,Pendidikan Jasmani dan Olahraga,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",Soshum,262,1739,1722,211,105
2703,2703,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122043,PENDIDIKAN KEPELATIHAN OLAHRAGA,83,151,Pendidikan Jasmani dan Olahraga,PENDIDIKAN KEPELATIHAN OLAHRAGA,Soshum,139,955,927,109,90
2704,2704,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122051,ADMINISTRASI PENDIDIKAN,55,385,Tidak Ada,ADMINISTRASI PENDIDIKAN,Soshum,50,498,460,59,32
2705,2705,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122066,TEKNOLOGI PENDIDIKAN,37,262,Tidak Ada,TEKNOLOGI PENDIDIKAN,Soshum,35,342,271,34,33
2706,2706,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122074,BIMBINGAN DAN KONSELING,45,529,Tidak Ada,BIMBINGAN DAN KONSELING,Soshum,44,1415,1201,50,47
2707,2707,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122082,PENDIDIKAN LUAR SEKOLAH,38,64,Tidak Ada,PENDIDIKAN LUAR SEKOLAH,Soshum,37,122,96,42,35
2708,2708,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122097,PENDIDIKAN LUAR BIASA,51,119,Tidak Ada,PENDIDIKAN LUAR BIASA,Soshum,50,242,197,59,48
2709,2709,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122101,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,73,341,Tidak Ada,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Soshum,52,1058,1123,50,50
2710,2710,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122116,PENDIDIKAN BAHASA INGGRIS,86,451,Tidak Ada,PENDIDIKAN BAHASA INGGRIS,Soshum,48,1520,1647,33,29
2711,2711,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122124,SASTRA INDONESIA,39,181,Tidak Ada,SASTRA INDONESIA,Soshum,39,317,346,19,18
2712,2712,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122132,SASTRA INGGRIS,51,389,Tidak Ada,SASTRA INGGRIS,Soshum,36,961,876,32,16
2713,2713,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122147,PENDIDIKAN BAHASA JERMAN,17,103,Tidak Ada,PENDIDIKAN BAHASA JERMAN,Soshum,42,120,146,34,34
2714,2714,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122171,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,34,269,Tidak Ada,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Soshum,33,599,532,35,32
2715,2715,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122186,PENDIDIKAAN SOSIOLOGI,33,385,Tidak Ada,PENDIDIKAAN SOSIOLOGI,Soshum,33,677,698,35,31
2716,2716,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122213,PENDIDIKAN SEJARAH,36,412,Tidak Ada,PENDIDIKAN SEJARAH,Soshum,35,571,575,38,35
2717,2717,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122221,MANAJEMEN,84,1414,Tidak Ada,MANAJEMEN,Soshum,90,3611,3123,89,31
2718,2718,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122236,SOSIOLOGI,38,335,Tidak Ada,SOSIOLOGI,Soshum,42,478,389,37,36
2719,2719,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122244,PSIKOLOGI,126,842,Tidak Ada,PSIKOLOGI,Soshum,98,1848,1645,85,86
2720,2720,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122252,PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),64,886,Tidak Ada,PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),Soshum,61,2160,2180,79,57
2721,2721,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122267,PENDIDIKAN GURU PAUD,53,253,Tidak Ada,PENDIDIKAN GURU PAUD,Soshum,52,520,434,53,33
2722,2722,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122275,PEND. GURU SEKOLAH DASAR (KAMPUS BONE),83,125,Tidak Ada,PEND. GURU SEKOLAH DASAR (KAMPUS BONE),Soshum,78,250,213,93,72
2723,2723,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122283,PEND. GURU SEK. DASAR (KAMPUS PARE-PARE),67,220,Tidak Ada,PEND. GURU SEK. DASAR (KAMPUS PARE-PARE),Soshum,63,360,307,81,67
2724,2724,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122291,PENDIDIKAN IPS,37,273,Tidak Ada,PENDIDIKAN IPS,Soshum,35,332,323,36,32
2725,2725,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122302,ADMINISTRASI NEGARA,32,689,Tidak Ada,ADMINISTRASI NEGARA,Soshum,34,2038,1722,53,31
2726,2726,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122317,PENDIDIKAN EKONOMI,34,504,Tidak Ada,PENDIDIKAN EKONOMI,Soshum,56,514,596,52,32
2727,2727,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122333,PEND. GEOGRAFI KLS INTERNAS. (BILINGUAL),16,75,Tidak Ada,PEND. GEOGRAFI KLS INTERNAS. (BILINGUAL),Soshum,20,81,72,19,14
2728,2728,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122341,EKONOMI PEMBANGUNAN,32,564,Tidak Ada,EKONOMI PEMBANGUNAN,Soshum,35,674,591,34,21
2729,2729,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122356,AKUNTANSI,30,746,Tidak Ada,AKUNTANSI,Soshum,33,1708,1665,32,15
2730,2730,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122364,"PENDIDIKAN SENI DRAMA,  TARI, DAN MUSIK",50,81,Sendratasik,"PENDIDIKAN SENI DRAMA,  TARI, DAN MUSIK",Soshum,42,575,598,48,29
2731,2731,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122372,PENDIDIKAN SENI RUPA,36,49,"Seni Rupa, Desain, dan Kriya",PENDIDIKAN SENI RUPA,Soshum,37,311,266,35,31
2732,2732,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122387,P. GURU SEK DASAR BILINGUAL (KAMP MAKASSAR),32,110,Tidak Ada,P. GURU SEK DASAR BILINGUAL (KAMP MAKASSAR),Soshum,29,307,289,35,29
2733,2733,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122395,SENI TARI,16,11,Tari,SENI TARI,Soshum,45,110,129,19,21
2734,2734,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122406,PEND. ADMINISTRASI PERKANTORAN,36,429,Tidak Ada,PEND. ADMINISTRASI PERKANTORAN,Soshum,39,1176,963,37,37
2735,2735,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122422,PEND. AKUNTANSI,35,260,Tidak Ada,PEND. AKUNTANSI,Soshum,34,525,574,51,30
2736,2736,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122437,PENDIDIKAN ANTROPOLOGI,36,181,Tidak Ada,PENDIDIKAN ANTROPOLOGI,Soshum,39,216,222,37,36
2737,2737,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122445,PENDIDIKAN BAHASA DAN SASTRA DAERAH,39,152,Tidak Ada,PENDIDIKAN BAHASA DAN SASTRA DAERAH,Soshum,39,114,136,44,36
2738,2738,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122453,PENDIDIKAN BAHASA ARAB,55,225,Tidak Ada,PENDIDIKAN BAHASA ARAB,Soshum,45,469,321,43,19
2739,2739,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122461,ILMU ADMINISTRASI BISNIS,35,610,Tidak Ada,ILMU ADMINISTRASI BISNIS,Soshum,40,1080,1085,56,32
2740,2740,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122476,PENDIDIKAN BAHASA MANDARIN,25,46,Tidak Ada,PENDIDIKAN BAHASA MANDARIN,Soshum,24,45,51,26,21
2741,2741,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122484,KEWIRAUSAHAAN,37,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
2742,2742,SULAWESI,-5.1687929,119.433863,UNIVERSITAS NEGERI MAKASSAR,7122492,BISNIS DIGITAL,32,0,Tidak Ada,NA,NA,NA,NA,NA,NA,NA
2743,2743,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7131011,MATEMATIKA,48,221,Tidak Ada,MATEMATIKA,Saintek,45,222,222,27,24
2744,2744,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7131034,KIMIA,55,186,Tidak Ada,KIMIA,Saintek,40,215,199,24,24
2745,2745,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7131065,TEKNIK PERENCANAAN WILAYAH DAN KOTA,41,538,Tidak Ada,TEKNIK PERENCANAAN WILAYAH DAN KOTA,Saintek,40,848,845,24,24
2746,2746,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7131073,TEKNIK ARSITEKTUR,48,373,Tidak Ada,TEKNIK ARSITEKTUR,Saintek,45,594,561,24,24
2747,2747,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7131081,ILMU PETERNAKAN,49,235,Tidak Ada,ILMU PETERNAKAN,Saintek,45,535,461,27,24
2748,2748,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7131154,SISTEM INFORMASI,20,405,Tidak Ada,SISTEM INFORMASI,Saintek,20,778,859,18,24
2749,2749,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7131162,PENDIDIKAN DOKTER,20,708,Tidak Ada,PENDIDIKAN DOKTER,Saintek,25,953,941,25,15
2750,2750,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7132014,ILMU HUKUM,57,361,Tidak Ada,ILMU HUKUM,Soshum,60,1272,1105,48,45
2751,2751,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7132022,JURNALISTIK,45,119,Tidak Ada,JURNALISTIK,Soshum,42,339,271,36,36
2752,2752,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7132037,MANAJEMEN,57,404,Tidak Ada,MANAJEMEN,Soshum,64,1739,1584,39,39
2753,2753,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7132084,AKUNTANSI,58,310,Tidak Ada,AKUNTANSI,Soshum,64,909,966,39,39
2754,2754,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7132092,ILMU EKONOMI,57,259,Tidak Ada,ILMU EKONOMI,Soshum,64,821,862,39,39
2755,2755,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7132196,ILMU POLITIK,51,181,Tidak Ada,ILMU POLITIK,Soshum,75,408,335,42,42
2756,2756,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7132285,ILMU KOMUNIKASI,40,263,Tidak Ada,ILMU KOMUNIKASI,Soshum,42,794,760,36,36
2757,2757,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7132424,HUBUNGAN INTERNASIONAL,45,254,Tidak Ada,HUBUNGAN INTERNASIONAL,Soshum,50,  ,  ,  ,  
2758,2758,SULAWESI,-5.2056962,119.4951961,UNIVERSITAS ISLAM NEGERI ALAUDDIN,7132432,KESEJAHTERAAN SOSIAL,48,141,Tidak Ada,KESEJAHTERAAN SOSIAL,Soshum,42,  ,  ,  ,  
2759,2759,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211015,PENDIDIKAN DOKTER,90,1262,Tidak Ada,PENDIDIKAN DOKTER,Saintek,73,1911,1779,53,35
2760,2760,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211023,PENDIDIKAN DOKTER GIGI,13,414,Tidak Ada,PENDIDIKAN DOKTER GIGI,Saintek,15,570,656,9,9
2761,2761,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211031,ILMU KESEHATAN MASYARAKAT,125,569,Tidak Ada,ILMU KESEHATAN MASYARAKAT,Saintek,100,1131,1000,70,70
2762,2762,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211046,ILMU KEPERAWATAN,38,255,Tidak Ada,ILMU KEPERAWATAN,Saintek,38,704,721,27,35
2763,2763,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211054,TEKNIK ELEKTRO,44,128,Tidak Ada,TEKNIK ELEKTRO,Saintek,42,315,244,41,28
2764,2764,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211062,TEKNIK MESIN,30,64,Tidak Ada,TEKNIK MESIN ,Saintek,32,209,149,29,21
2765,2765,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211077,TEKNIK SIPIL,69,568,Tidak Ada,TEKNIK SIPIL,Saintek,58,901,789,42,42
2766,2766,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211085,ARSITEKTUR,46,250,Tidak Ada,ARSITEKTUR,Saintek,37,382,386,28,28
2767,2767,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211093,PERENCANAAN WILAYAH DAN KOTA,44,226,Tidak Ada,PERENCANAAN WILAYAH DAN KOTA,Saintek,40,283,226,40,28
2768,2768,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211104,TEKNIK PERTANIAN,40,76,Tidak Ada,TEKNIK PERTANIAN,Saintek,44,230,213,45,21
2769,2769,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211112,TEKNOLOGI PANGAN,30,37,Tidak Ada,ILMU DAN TEKNOLOGI PANGAN,Saintek,28,106,104,38,21
2770,2770,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211127,MATEMATIKA,60,57,Tidak Ada,MATEMATIKA,Saintek,58,117,136,60,35
2771,2771,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211135,FISIKA,25,37,Tidak Ada,FISIKA,Saintek,34,38,37,32,14
2772,2772,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211143,BIOLOGI,33,80,Tidak Ada,BIOLOGI,Saintek,32,150,159,35,18
2773,2773,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211151,KIMIA,35,43,Tidak Ada,KIMIA,Saintek,41,57,60,41,14
2774,2774,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211166,AGRIBISNIS,108,148,Tidak Ada,AGRIBISNIS,Saintek,99,288,253,106,42
2775,2775,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211174,AGROEKOTEKNOLOGI,30,59,Tidak Ada,AGROEKOTEKNOLOGI,Saintek,31,90,58,48,21
2776,2776,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211182,PETERNAKAN,110,53,Tidak Ada,PETERNAKAN,Saintek,141,150,195,175,88
2777,2777,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211197,ILMU KELAUTAN,55,75,Tidak Ada,ILMU KELAUTAN ,Saintek,58,128,99,68,35
2778,2778,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211201,MANAJEMEN SUMBERDAYA PERAIRAN,25,36,Tidak Ada,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,33,47,46,37,18
2779,2779,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211216,BUDIDAYA PERAIRAN,25,39,Tidak Ada,BUDIDAYA PERAIRAN,Saintek,33,30,37,39,18
2780,2780,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211224,TEKNOLOGI HASIL PERIKANAN,25,22,Tidak Ada,TEKNOLOGI HASIL PERIKANAN,Saintek,33,46,46,38,18
2781,2781,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211232,AGROBISNIS PERIKANAN,38,33,Tidak Ada,AGROBISNIS PERIKANAN,Saintek,44,69,58,59,18
2782,2782,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211247,PEMANFAATAN SUMBERDAYA PERIKANAN,25,13,Tidak Ada,PEMANFAATAN SUMBERDAYA PERIKANAN,Saintek,35,40,32,42,18
2783,2783,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211255,KEHUTANAN,30,35,Tidak Ada,KEHUTANAN,Saintek,31,115,66,40,21
2784,2784,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211263,INFORMATIKA,60,439,Tidak Ada,INFORMATIKA,Saintek,37,846,669,28,35
2785,2785,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211271,FARMASI,48,556,Tidak Ada,FARMASI,Saintek,37,1024,854,28,28
2786,2786,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211286,TEKNIK LINGKUNGAN,20,53,Tidak Ada,TEKNIK LINGKUNGAN,Saintek,19,115,78,21,14
2787,2787,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211294,SISTEM INFORMASI,45,157,Tidak Ada,SISTEM INFORMASI,Saintek,42,192,162,40,21
2788,2788,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211305,ILMU TANAH,30,25,Tidak Ada,ILMU TANAH,Saintek,42,45,36,52,11
2789,2789,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211313,AGRONOMI,25,34,Tidak Ada,AGRONOMI,Saintek,26,85,56,39,11
2790,2790,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7211321,PROTEKSI TANAMAN,25,31,Tidak Ada,PROTEKSI TANAMAN,Saintek,30,55,44,45,11
2791,2791,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7212011,EKONOMI PEMBANGNAN,83,163,Tidak Ada,EKONOMI PEMBANGNAN,Soshum,79,348,313,87,53
2792,2792,SULAWESI,1.4555359,124.8249301,UNIVERSITAS SAM RATULANGI,7212026,MANAJEMEN,230,774,Tidak Ada,MANAJEMEN ,Soshum,208,1598,1419,193,140
